W,H,w1,h1,w2,h2
500,417,21.0,116.0,56.0,140.0
500,375,417.0,152.0,497.0,219.0
500,375,18.0,278.0,174.0,374.0
500,375,13.0,237.0,116.0,314.0
500,375,178.0,52.0,473.0,374.0
500,375,35.0,137.0,276.0,367.0
500,375,0.0,0.0,322.0,131.0
500,375,2.0,2.0,499.0,374.0
332,500,7.0,319.0,107.0,499.0
332,500,244.0,258.0,312.0,311.0
332,500,72.0,237.0,142.0,293.0
332,500,0.0,384.0,43.0,481.0
332,500,9.0,287.0,331.0,499.0
500,375,103.0,60.0,379.0,374.0
500,375,419.0,254.0,499.0,374.0
500,333,97.0,104.0,294.0,248.0
329,500,70.0,40.0,263.0,474.0
500,333,98.0,33.0,488.0,258.0
500,333,283.0,218.0,424.0,316.0
500,333,91.0,213.0,224.0,320.0
500,333,290.0,172.0,336.0,221.0
500,333,160.0,177.0,207.0,223.0
500,333,205.0,170.0,294.0,210.0
500,334,96.0,151.0,156.0,217.0
500,334,76.0,1.0,499.0,333.0
375,500,42.0,240.0,217.0,499.0
375,500,52.0,8.0,202.0,379.0
375,500,191.0,124.0,345.0,183.0
375,500,0.0,120.0,42.0,146.0
500,332,216.0,94.0,279.0,202.0
500,332,170.0,142.0,345.0,259.0
500,375,248.0,204.0,324.0,234.0
500,375,276.0,201.0,297.0,229.0
500,375,0.0,117.0,24.0,194.0
500,375,107.0,66.0,229.0,212.0
500,375,130.0,268.0,198.0,337.0
500,375,407.0,271.0,499.0,374.0
500,375,243.0,3.0,322.0,137.0
500,375,178.0,55.0,499.0,313.0
500,375,17.0,42.0,392.0,360.0
500,333,138.0,2.0,499.0,330.0
500,333,88.0,133.0,133.0,315.0
500,375,329.0,221.0,499.0,374.0
500,375,224.0,145.0,291.0,188.0
500,375,96.0,161.0,211.0,266.0
500,375,131.0,156.0,480.0,374.0
500,375,223.0,38.0,290.0,99.0
333,500,120.0,355.0,313.0,393.0
500,375,287.0,2.0,322.0,57.0
500,375,322.0,1.0,354.0,127.0
500,375,253.0,1.0,287.0,54.0
500,375,216.0,0.0,248.0,55.0
500,375,182.0,0.0,217.0,123.0
500,375,146.0,2.0,181.0,123.0
500,375,110.0,1.0,145.0,125.0
500,375,74.0,2.0,109.0,122.0
500,375,35.0,0.0,71.0,121.0
500,375,4.0,1.0,37.0,121.0
500,375,0.0,11.0,497.0,372.0
500,331,169.0,115.0,274.0,207.0
500,331,399.0,126.0,471.0,225.0
500,331,38.0,103.0,140.0,167.0
500,331,289.0,134.0,340.0,274.0
500,331,324.0,124.0,379.0,272.0
500,331,281.0,166.0,388.0,285.0
500,331,347.0,144.0,424.0,243.0
500,331,0.0,91.0,69.0,319.0
500,333,1.0,123.0,283.0,207.0
500,375,2.0,0.0,492.0,358.0
500,333,142.0,31.0,370.0,276.0
500,375,276.0,70.0,432.0,321.0
500,375,42.0,44.0,326.0,371.0
500,332,152.0,13.0,499.0,331.0
500,332,0.0,45.0,350.0,331.0
431,500,258.0,29.0,420.0,153.0
500,329,4.0,23.0,499.0,260.0
500,329,81.0,47.0,124.0,68.0
500,305,94.0,10.0,467.0,302.0
500,305,81.0,92.0,138.0,268.0
500,332,60.0,52.0,361.0,316.0
500,333,95.0,102.0,241.0,265.0
500,333,236.0,75.0,369.0,264.0
500,333,388.0,74.0,499.0,298.0
500,333,42.0,123.0,499.0,282.0
500,376,1.0,34.0,499.0,375.0
500,375,355.0,119.0,499.0,332.0
500,375,74.0,95.0,329.0,349.0
500,375,29.0,208.0,81.0,271.0
500,375,15.0,239.0,25.0,267.0
500,333,0.0,65.0,407.0,206.0
500,395,197.0,41.0,490.0,371.0
500,375,229.0,213.0,383.0,284.0
500,375,103.0,210.0,263.0,277.0
500,375,232.0,152.0,499.0,336.0
500,375,234.0,145.0,488.0,374.0
500,375,34.0,3.0,372.0,374.0
500,375,360.0,268.0,499.0,374.0
500,375,0.0,190.0,21.0,290.0
500,333,161.0,177.0,353.0,269.0
500,333,308.0,123.0,385.0,194.0
500,333,1.0,145.0,160.0,206.0
500,333,132.0,61.0,222.0,107.0
500,333,230.0,50.0,314.0,88.0
500,333,328.0,72.0,423.0,118.0
500,333,229.0,110.0,247.0,165.0
500,333,440.0,83.0,460.0,131.0
500,333,468.0,84.0,488.0,121.0
500,333,424.0,184.0,460.0,245.0
500,333,449.0,187.0,490.0,254.0
500,333,188.0,100.0,202.0,152.0
500,333,173.0,102.0,189.0,145.0
500,376,0.0,2.0,308.0,375.0
500,376,123.0,1.0,499.0,375.0
500,375,14.0,36.0,499.0,365.0
500,375,2.0,15.0,499.0,356.0
500,375,1.0,240.0,499.0,374.0
500,375,156.0,103.0,388.0,299.0
500,375,347.0,0.0,439.0,271.0
500,375,330.0,7.0,375.0,245.0
500,375,235.0,39.0,313.0,123.0
500,375,160.0,45.0,225.0,117.0
500,375,4.0,0.0,119.0,279.0
500,375,70.0,268.0,106.0,336.0
500,333,0.0,10.0,460.0,332.0
333,500,31.0,54.0,319.0,483.0
500,375,425.0,192.0,499.0,374.0
500,375,237.0,163.0,308.0,186.0
500,375,98.0,160.0,191.0,184.0
500,293,175.0,150.0,232.0,174.0
500,293,460.0,150.0,497.0,171.0
500,293,25.0,152.0,108.0,178.0
500,293,19.0,78.0,108.0,201.0
500,332,247.0,50.0,497.0,141.0
333,500,51.0,46.0,332.0,471.0
500,400,133.0,184.0,403.0,336.0
332,500,166.0,122.0,259.0,311.0
332,500,85.0,159.0,299.0,411.0
500,431,27.0,371.0,59.0,403.0
500,431,236.0,376.0,315.0,424.0
500,431,283.0,389.0,354.0,427.0
500,431,312.0,389.0,442.0,430.0
500,431,209.0,388.0,239.0,415.0
500,431,181.0,379.0,232.0,416.0
500,431,156.0,383.0,190.0,413.0
500,431,132.0,381.0,176.0,410.0
500,431,107.0,380.0,148.0,407.0
500,431,78.0,381.0,110.0,404.0
500,431,72.0,381.0,86.0,403.0
500,431,59.0,378.0,82.0,403.0
500,375,112.0,172.0,187.0,262.0
500,375,173.0,162.0,277.0,265.0
500,375,32.0,179.0,125.0,306.0
500,375,232.0,180.0,336.0,248.0
500,375,309.0,188.0,422.0,247.0
500,375,241.0,233.0,448.0,374.0
500,375,80.0,152.0,171.0,183.0
500,375,29.0,152.0,81.0,173.0
378,500,38.0,64.0,162.0,202.0
378,500,182.0,60.0,325.0,166.0
378,500,0.0,312.0,135.0,499.0
500,375,66.0,21.0,248.0,331.0
500,375,357.0,48.0,492.0,324.0
368,500,25.0,58.0,233.0,488.0
500,375,244.0,120.0,499.0,311.0
500,375,1.0,179.0,393.0,373.0
500,333,276.0,39.0,387.0,219.0
500,333,53.0,73.0,217.0,237.0
500,375,133.0,131.0,273.0,336.0
500,375,236.0,200.0,499.0,351.0
500,375,42.0,88.0,376.0,371.0
500,375,283.0,102.0,499.0,374.0
500,375,212.0,171.0,287.0,319.0
500,375,327.0,171.0,416.0,307.0
500,375,60.0,144.0,201.0,309.0
500,375,215.0,102.0,294.0,289.0
500,375,314.0,106.0,409.0,284.0
500,375,293.0,108.0,340.0,141.0
500,375,339.0,162.0,481.0,310.0
500,375,189.0,187.0,273.0,343.0
500,375,123.0,189.0,191.0,346.0
500,375,53.0,205.0,131.0,371.0
500,375,56.0,176.0,117.0,221.0
500,375,184.0,170.0,220.0,216.0
500,375,1.0,200.0,224.0,310.0
500,332,156.0,142.0,274.0,177.0
500,375,51.0,115.0,499.0,374.0
500,375,322.0,0.0,499.0,372.0
375,500,48.0,64.0,251.0,484.0
500,375,376.0,147.0,499.0,171.0
500,334,197.0,51.0,366.0,333.0
500,334,309.0,36.0,474.0,333.0
500,334,142.0,30.0,170.0,161.0
500,334,156.0,20.0,282.0,179.0
500,334,219.0,13.0,256.0,45.0
500,334,222.0,1.0,281.0,56.0
375,500,56.0,77.0,194.0,460.0
375,500,300.0,120.0,374.0,212.0
375,500,83.0,171.0,233.0,498.0
375,500,207.0,177.0,325.0,499.0
500,375,142.0,33.0,394.0,262.0
500,375,58.0,123.0,361.0,354.0
500,336,1.0,29.0,495.0,333.0
500,336,89.0,0.0,188.0,69.0
500,336,439.0,1.0,495.0,119.0
500,336,347.0,36.0,365.0,52.0
500,336,184.0,3.0,215.0,34.0
500,336,64.0,110.0,160.0,231.0
500,375,34.0,0.0,465.0,373.0
500,332,282.0,58.0,388.0,288.0
500,332,74.0,106.0,189.0,290.0
500,375,135.0,99.0,251.0,276.0
500,375,254.0,82.0,364.0,262.0
500,375,131.0,187.0,267.0,318.0
500,375,265.0,180.0,354.0,307.0
500,333,478.0,194.0,499.0,316.0
500,333,1.0,96.0,314.0,233.0
500,333,212.0,50.0,232.0,105.0
500,333,170.0,67.0,191.0,136.0
500,333,183.0,63.0,203.0,134.0
500,333,39.0,99.0,66.0,180.0
500,333,18.0,98.0,37.0,173.0
500,333,54.0,92.0,81.0,155.0
500,333,311.0,92.0,347.0,147.0
500,333,284.0,109.0,333.0,176.0
500,333,223.0,126.0,272.0,266.0
500,333,163.0,147.0,221.0,193.0
500,333,411.0,156.0,432.0,168.0
500,333,439.0,126.0,484.0,226.0
500,333,472.0,103.0,499.0,204.0
500,333,476.0,89.0,499.0,109.0
500,333,264.0,45.0,490.0,332.0
500,333,3.0,52.0,234.0,330.0
500,375,14.0,0.0,472.0,234.0
480,371,86.0,64.0,397.0,337.0
480,371,179.0,43.0,289.0,195.0
500,331,186.0,88.0,332.0,305.0
500,331,349.0,33.0,425.0,112.0
500,331,435.0,61.0,499.0,145.0
500,331,410.0,14.0,467.0,77.0
500,331,291.0,0.0,357.0,135.0
500,331,268.0,0.0,294.0,103.0
500,331,184.0,0.0,282.0,137.0
500,331,0.0,0.0,115.0,328.0
500,331,69.0,0.0,111.0,100.0
500,331,112.0,0.0,163.0,65.0
500,331,37.0,30.0,72.0,93.0
500,375,142.0,59.0,363.0,374.0
500,375,386.0,54.0,499.0,374.0
500,375,410.0,56.0,457.0,127.0
500,375,0.0,3.0,100.0,339.0
500,375,142.0,71.0,223.0,364.0
500,500,130.0,13.0,465.0,363.0
500,500,177.0,321.0,257.0,481.0
500,375,0.0,144.0,240.0,247.0
500,375,433.0,221.0,447.0,252.0
500,375,319.0,208.0,328.0,244.0
500,375,289.0,203.0,297.0,233.0
500,375,279.0,202.0,285.0,230.0
500,375,270.0,216.0,280.0,233.0
375,500,0.0,13.0,374.0,499.0
375,500,252.0,44.0,351.0,218.0
333,500,7.0,120.0,322.0,319.0
333,500,182.0,220.0,294.0,462.0
333,500,95.0,196.0,206.0,445.0
500,375,110.0,190.0,481.0,374.0
500,375,61.0,70.0,189.0,350.0
500,375,149.0,110.0,224.0,214.0
500,375,184.0,73.0,350.0,367.0
500,375,111.0,175.0,235.0,372.0
500,333,61.0,43.0,243.0,301.0
500,333,223.0,52.0,442.0,304.0
500,375,18.0,67.0,481.0,298.0
500,375,1.0,90.0,49.0,180.0
500,375,205.0,176.0,336.0,290.0
500,352,196.0,29.0,315.0,321.0
500,352,29.0,29.0,136.0,322.0
500,352,110.0,42.0,199.0,321.0
500,352,138.0,50.0,188.0,177.0
500,352,314.0,152.0,360.0,234.0
500,375,118.0,40.0,414.0,374.0
500,375,311.0,55.0,491.0,374.0
500,375,0.0,109.0,319.0,374.0
375,500,93.0,188.0,257.0,499.0
500,375,23.0,39.0,458.0,330.0
500,375,296.0,42.0,427.0,364.0
500,375,140.0,159.0,290.0,374.0
375,500,32.0,50.0,201.0,499.0
500,333,244.0,255.0,341.0,332.0
500,333,251.0,218.0,304.0,243.0
500,333,134.0,223.0,195.0,258.0
500,333,383.0,142.0,439.0,290.0
500,333,190.0,201.0,250.0,242.0
500,375,300.0,101.0,410.0,201.0
500,375,174.0,112.0,284.0,208.0
500,333,1.0,0.0,496.0,329.0
500,375,423.0,169.0,499.0,369.0
500,375,358.0,205.0,420.0,277.0
500,375,293.0,192.0,356.0,282.0
500,375,274.0,257.0,308.0,309.0
500,375,273.0,137.0,414.0,245.0
500,375,1.0,235.0,42.0,374.0
500,375,44.0,259.0,127.0,374.0
500,375,154.0,219.0,221.0,351.0
500,375,150.0,39.0,292.0,307.0
500,333,33.0,109.0,472.0,265.0
500,375,307.0,53.0,417.0,373.0
500,375,285.0,0.0,362.0,113.0
500,375,372.0,0.0,434.0,112.0
500,375,326.0,77.0,340.0,115.0
500,375,156.0,74.0,170.0,117.0
500,375,119.0,75.0,135.0,119.0
500,375,39.0,0.0,99.0,115.0
500,375,0.0,37.0,29.0,117.0
500,375,435.0,116.0,499.0,229.0
500,375,343.0,116.0,424.0,228.0
500,375,64.0,119.0,141.0,223.0
500,375,0.0,120.0,63.0,223.0
500,375,95.0,63.0,326.0,339.0
500,375,256.0,100.0,456.0,374.0
500,375,442.0,254.0,499.0,374.0
500,375,208.0,252.0,316.0,374.0
500,375,91.0,268.0,178.0,374.0
500,375,0.0,261.0,92.0,374.0
500,375,0.0,241.0,14.0,274.0
500,375,114.0,49.0,236.0,116.0
500,329,0.0,116.0,235.0,268.0
500,329,224.0,125.0,343.0,254.0
500,329,339.0,129.0,499.0,237.0
500,375,92.0,144.0,344.0,304.0
375,500,2.0,203.0,371.0,499.0
375,500,116.0,289.0,245.0,421.0
500,375,77.0,120.0,499.0,306.0
500,375,204.0,144.0,499.0,373.0
333,500,21.0,239.0,130.0,336.0
333,500,29.0,180.0,112.0,302.0
333,500,110.0,235.0,332.0,334.0
500,375,174.0,1.0,499.0,374.0
500,375,1.0,23.0,178.0,374.0
500,375,2.0,197.0,25.0,279.0
375,500,77.0,273.0,155.0,343.0
375,500,155.0,122.0,334.0,413.0
375,500,0.0,315.0,41.0,364.0
375,500,1.0,301.0,19.0,315.0
500,332,16.0,164.0,471.0,281.0
500,332,212.0,176.0,248.0,200.0
500,350,258.0,77.0,399.0,246.0
500,357,3.0,17.0,499.0,353.0
375,500,233.0,344.0,258.0,392.0
375,500,216.0,318.0,253.0,393.0
500,347,1.0,1.0,403.0,346.0
374,500,6.0,205.0,110.0,488.0
500,375,48.0,93.0,460.0,295.0
500,375,164.0,226.0,270.0,374.0
500,375,159.0,202.0,222.0,225.0
500,375,55.0,217.0,100.0,253.0
500,375,21.0,282.0,175.0,374.0
500,375,12.0,221.0,257.0,374.0
500,375,147.0,74.0,170.0,123.0
500,375,2.0,59.0,412.0,373.0
500,375,457.0,332.0,493.0,352.0
333,500,112.0,90.0,332.0,499.0
500,333,243.0,27.0,485.0,284.0
500,333,18.0,78.0,264.0,274.0
368,500,79.0,54.0,353.0,486.0
500,375,0.0,165.0,127.0,315.0
375,500,265.0,172.0,374.0,397.0
375,500,3.0,261.0,327.0,499.0
375,500,212.0,149.0,279.0,251.0
500,333,18.0,1.0,228.0,332.0
500,333,303.0,152.0,495.0,331.0
500,357,98.0,123.0,374.0,256.0
500,314,77.0,82.0,419.0,180.0
500,362,25.0,235.0,231.0,324.0
500,375,54.0,69.0,193.0,123.0
500,375,157.0,17.0,270.0,198.0
500,375,225.0,42.0,314.0,109.0
500,375,270.0,173.0,331.0,374.0
500,375,20.0,163.0,127.0,374.0
375,500,91.0,34.0,371.0,386.0
500,375,50.0,247.0,209.0,374.0
500,375,231.0,43.0,343.0,374.0
500,375,111.0,77.0,241.0,170.0
500,346,279.0,24.0,499.0,344.0
500,346,0.0,26.0,451.0,345.0
500,375,3.0,36.0,499.0,372.0
500,375,269.0,84.0,499.0,320.0
500,332,228.0,101.0,385.0,229.0
500,375,142.0,43.0,358.0,301.0
500,375,0.0,80.0,128.0,374.0
500,375,299.0,0.0,499.0,374.0
500,375,0.0,115.0,348.0,222.0
332,500,69.0,205.0,241.0,435.0
332,500,104.0,115.0,203.0,329.0
500,375,1.0,49.0,499.0,374.0
500,375,269.0,17.0,303.0,63.0
500,375,82.0,60.0,142.0,119.0
500,375,42.0,67.0,78.0,141.0
500,375,206.0,39.0,233.0,90.0
500,375,118.0,32.0,146.0,94.0
500,375,25.0,62.0,57.0,143.0
500,375,380.0,205.0,459.0,282.0
500,356,30.0,193.0,71.0,243.0
500,356,77.0,169.0,304.0,344.0
500,356,317.0,170.0,499.0,286.0
333,500,80.0,283.0,244.0,499.0
333,500,136.0,101.0,332.0,499.0
500,375,234.0,55.0,264.0,117.0
500,375,258.0,64.0,279.0,98.0
500,375,244.0,80.0,289.0,106.0
500,375,55.0,115.0,469.0,275.0
500,375,308.0,88.0,499.0,187.0
500,375,393.0,60.0,499.0,108.0
500,375,201.0,58.0,292.0,97.0
307,450,51.0,127.0,261.0,410.0
307,450,71.0,41.0,245.0,395.0
500,331,122.0,46.0,372.0,321.0
500,375,25.0,38.0,465.0,372.0
500,375,55.0,173.0,326.0,360.0
500,375,94.0,123.0,495.0,256.0
500,375,109.0,123.0,395.0,300.0
500,375,37.0,61.0,387.0,374.0
500,375,437.0,276.0,499.0,374.0
500,375,1.0,1.0,499.0,374.0
500,374,213.0,102.0,428.0,298.0
500,374,0.0,267.0,499.0,371.0
500,374,35.0,171.0,289.0,270.0
500,374,1.0,229.0,205.0,280.0
500,375,54.0,92.0,429.0,286.0
500,375,454.0,103.0,499.0,319.0
457,372,63.0,34.0,406.0,347.0
480,318,1.0,65.0,76.0,190.0
480,318,179.0,20.0,280.0,202.0
480,318,175.0,102.0,279.0,290.0
480,318,6.0,98.0,83.0,275.0
500,375,90.0,26.0,443.0,307.0
375,500,25.0,188.0,339.0,473.0
500,375,340.0,216.0,486.0,374.0
500,375,113.0,208.0,182.0,297.0
500,375,236.0,109.0,319.0,175.0
500,333,190.0,67.0,283.0,294.0
500,333,3.0,265.0,365.0,332.0
500,333,337.0,233.0,497.0,332.0
500,333,239.0,208.0,383.0,315.0
500,333,3.0,199.0,124.0,295.0
500,375,56.0,148.0,133.0,205.0
500,375,179.0,175.0,243.0,212.0
500,375,149.0,177.0,187.0,203.0
500,375,127.0,170.0,152.0,198.0
500,375,18.0,174.0,33.0,184.0
500,375,32.0,175.0,38.0,183.0
500,375,340.0,176.0,357.0,186.0
500,375,196.0,135.0,265.0,362.0
500,375,278.0,74.0,336.0,325.0
500,375,355.0,195.0,382.0,289.0
500,375,238.0,143.0,317.0,352.0
500,325,18.0,91.0,413.0,279.0
332,500,115.0,148.0,217.0,274.0
500,375,25.0,68.0,50.0,176.0
500,375,42.0,38.0,486.0,336.0
500,375,241.0,57.0,499.0,374.0
500,375,54.0,26.0,329.0,374.0
500,375,0.0,297.0,70.0,374.0
500,375,35.0,258.0,101.0,336.0
500,375,46.0,235.0,125.0,300.0
500,375,124.0,245.0,143.0,271.0
332,500,75.0,163.0,331.0,372.0
332,500,164.0,110.0,242.0,283.0
500,375,127.0,22.0,499.0,374.0
500,375,249.0,279.0,304.0,374.0
500,375,105.0,237.0,137.0,321.0
500,375,75.0,274.0,100.0,325.0
500,375,0.0,266.0,499.0,374.0
500,375,308.0,117.0,478.0,368.0
500,375,172.0,120.0,337.0,311.0
500,375,49.0,130.0,191.0,290.0
500,375,0.0,230.0,48.0,374.0
500,375,1.0,0.0,499.0,373.0
500,375,376.0,111.0,476.0,253.0
500,375,275.0,129.0,344.0,240.0
500,375,262.0,35.0,315.0,91.0
500,375,81.0,91.0,168.0,228.0
500,375,130.0,70.0,245.0,231.0
500,387,53.0,49.0,195.0,214.0
333,500,93.0,251.0,271.0,499.0
333,500,1.0,3.0,329.0,499.0
500,375,216.0,89.0,361.0,251.0
500,375,251.0,28.0,271.0,88.0
500,375,291.0,31.0,310.0,70.0
500,375,57.0,329.0,266.0,374.0
500,375,146.0,15.0,173.0,52.0
500,375,365.0,70.0,496.0,374.0
500,375,255.0,68.0,376.0,284.0
500,375,138.0,102.0,206.0,252.0
500,375,161.0,78.0,271.0,265.0
500,375,48.0,177.0,162.0,374.0
500,375,109.0,195.0,243.0,374.0
500,375,202.0,215.0,392.0,374.0
375,500,25.0,110.0,293.0,497.0
500,333,82.0,88.0,499.0,288.0
500,375,288.0,35.0,499.0,374.0
500,375,4.0,2.0,384.0,374.0
500,375,148.0,86.0,320.0,269.0
500,334,152.0,276.0,210.0,310.0
378,500,44.0,88.0,247.0,283.0
500,333,166.0,110.0,262.0,155.0
500,333,376.0,109.0,431.0,136.0
500,333,104.0,146.0,374.0,258.0
500,333,354.0,134.0,499.0,203.0
500,333,343.0,178.0,499.0,291.0
500,374,1.0,195.0,369.0,373.0
500,374,0.0,104.0,101.0,241.0
500,374,177.0,84.0,290.0,227.0
500,374,299.0,129.0,406.0,287.0
500,374,369.0,171.0,499.0,373.0
500,375,110.0,247.0,185.0,297.0
500,375,185.0,220.0,304.0,297.0
500,375,304.0,246.0,386.0,294.0
500,375,0.0,41.0,418.0,374.0
500,375,386.0,89.0,499.0,191.0
500,375,53.0,91.0,311.0,195.0
500,375,1.0,98.0,113.0,198.0
500,375,264.0,86.0,416.0,213.0
500,375,72.0,123.0,105.0,173.0
500,375,25.0,119.0,57.0,134.0
500,375,145.0,0.0,209.0,60.0
500,375,187.0,0.0,266.0,52.0
500,375,22.0,128.0,124.0,361.0
500,375,29.0,60.0,439.0,325.0
500,375,255.0,232.0,469.0,359.0
500,334,129.0,133.0,499.0,333.0
500,334,194.0,48.0,321.0,210.0
500,334,359.0,122.0,430.0,216.0
500,334,342.0,80.0,385.0,145.0
500,334,468.0,102.0,499.0,168.0
500,375,6.0,107.0,152.0,373.0
500,375,106.0,117.0,206.0,304.0
500,375,162.0,121.0,223.0,306.0
500,375,294.0,150.0,358.0,268.0
500,375,333.0,151.0,407.0,278.0
500,375,403.0,153.0,484.0,321.0
500,375,257.0,241.0,303.0,309.0
500,375,228.0,166.0,283.0,233.0
500,375,263.0,145.0,284.0,176.0
500,375,236.0,97.0,274.0,173.0
375,500,28.0,0.0,339.0,462.0
500,331,106.0,71.0,400.0,247.0
500,331,0.0,112.0,179.0,330.0
500,331,279.0,118.0,365.0,225.0
500,331,304.0,274.0,499.0,330.0
500,331,385.0,198.0,499.0,275.0
500,331,446.0,178.0,499.0,202.0
500,331,0.0,169.0,92.0,261.0
500,331,62.0,88.0,158.0,321.0
500,331,248.0,228.0,336.0,330.0
500,331,340.0,177.0,407.0,307.0
500,331,442.0,132.0,497.0,189.0
500,331,484.0,92.0,499.0,140.0
500,331,356.0,39.0,380.0,71.0
500,331,315.0,30.0,337.0,62.0
500,331,420.0,41.0,445.0,61.0
500,331,361.0,34.0,384.0,59.0
500,375,163.0,180.0,297.0,279.0
500,375,86.0,24.0,499.0,372.0
500,375,369.0,2.0,499.0,322.0
375,500,2.0,131.0,372.0,497.0
375,500,79.0,0.0,336.0,126.0
500,375,0.0,198.0,64.0,300.0
500,375,121.0,236.0,268.0,374.0
500,375,50.0,183.0,230.0,292.0
500,375,269.0,81.0,499.0,273.0
500,375,1.0,257.0,499.0,374.0
500,375,453.0,242.0,499.0,321.0
500,375,359.0,236.0,394.0,313.0
500,375,61.0,233.0,86.0,305.0
500,375,191.0,56.0,273.0,229.0
500,375,251.0,129.0,356.0,374.0
500,375,302.0,134.0,363.0,360.0
500,375,143.0,133.0,202.0,352.0
500,375,81.0,134.0,173.0,371.0
500,375,46.0,123.0,92.0,194.0
500,368,30.0,44.0,400.0,285.0
500,368,237.0,43.0,308.0,125.0
500,368,134.0,54.0,209.0,129.0
500,208,11.0,61.0,499.0,127.0
500,208,31.0,109.0,92.0,130.0
500,333,4.0,18.0,499.0,256.0
500,333,276.0,73.0,430.0,138.0
357,500,22.0,57.0,312.0,311.0
357,500,129.0,78.0,277.0,483.0
357,500,20.0,45.0,164.0,427.0
500,333,147.0,161.0,439.0,332.0
500,375,79.0,216.0,319.0,272.0
500,375,196.0,192.0,256.0,325.0
500,375,138.0,183.0,184.0,230.0
500,375,257.0,179.0,311.0,313.0
500,375,9.0,194.0,92.0,357.0
500,375,81.0,251.0,242.0,371.0
500,375,42.0,318.0,143.0,374.0
384,500,48.0,226.0,179.0,411.0
500,332,370.0,1.0,458.0,140.0
500,332,140.0,221.0,276.0,317.0
371,500,90.0,47.0,276.0,447.0
500,375,1.0,185.0,226.0,337.0
500,375,327.0,191.0,499.0,331.0
500,375,354.0,116.0,499.0,312.0
500,375,1.0,123.0,143.0,329.0
500,375,227.0,30.0,262.0,120.0
500,375,272.0,39.0,294.0,115.0
500,375,229.0,102.0,317.0,263.0
333,500,10.0,32.0,267.0,485.0
500,375,138.0,77.0,243.0,233.0
500,375,228.0,97.0,357.0,286.0
500,375,5.0,133.0,137.0,331.0
500,480,48.0,305.0,470.0,449.0
500,400,69.0,33.0,311.0,354.0
500,400,129.0,69.0,457.0,262.0
500,333,169.0,109.0,464.0,293.0
500,467,85.0,176.0,349.0,451.0
301,500,17.0,322.0,292.0,484.0
500,375,6.0,144.0,448.0,294.0
500,375,446.0,215.0,474.0,231.0
500,333,150.0,117.0,393.0,229.0
500,333,90.0,100.0,120.0,155.0
500,333,69.0,103.0,100.0,156.0
500,333,53.0,91.0,71.0,119.0
500,333,31.0,89.0,51.0,115.0
500,333,14.0,91.0,34.0,114.0
500,333,11.0,102.0,42.0,159.0
500,333,33.0,104.0,53.0,157.0
500,333,46.0,102.0,79.0,156.0
500,333,216.0,131.0,242.0,158.0
500,333,25.0,65.0,39.0,84.0
500,333,5.0,63.0,22.0,81.0
500,369,128.0,105.0,227.0,184.0
500,337,0.0,3.0,468.0,336.0
500,375,200.0,139.0,439.0,295.0
500,333,21.0,63.0,147.0,147.0
500,375,388.0,191.0,428.0,305.0
500,375,52.0,184.0,96.0,310.0
500,375,230.0,107.0,313.0,261.0
500,375,294.0,104.0,350.0,233.0
500,375,199.0,104.0,256.0,236.0
400,400,30.0,15.0,387.0,377.0
500,332,37.0,75.0,368.0,331.0
500,333,2.0,142.0,499.0,332.0
500,333,1.0,41.0,174.0,301.0
500,333,133.0,112.0,195.0,191.0
500,333,152.0,77.0,216.0,159.0
500,333,191.0,90.0,222.0,158.0
500,333,179.0,21.0,228.0,140.0
500,333,347.0,87.0,449.0,179.0
500,333,378.0,17.0,499.0,236.0
500,375,0.0,152.0,486.0,359.0
500,375,225.0,180.0,315.0,307.0
500,375,2.0,3.0,281.0,372.0
500,375,193.0,102.0,427.0,374.0
375,500,65.0,66.0,293.0,372.0
375,500,113.0,139.0,374.0,345.0
500,335,441.0,192.0,476.0,209.0
500,335,428.0,191.0,443.0,207.0
500,335,223.0,146.0,274.0,217.0
500,416,27.0,11.0,478.0,405.0
500,416,12.0,243.0,449.0,415.0
441,500,15.0,28.0,343.0,484.0
500,466,161.0,128.0,474.0,366.0
500,375,289.0,63.0,423.0,374.0
500,333,241.0,122.0,349.0,219.0
500,333,288.0,195.0,354.0,281.0
500,324,165.0,69.0,392.0,213.0
500,324,166.0,119.0,467.0,305.0
500,324,418.0,128.0,449.0,196.0
500,324,384.0,113.0,418.0,161.0
500,324,389.0,161.0,415.0,196.0
500,324,413.0,103.0,443.0,138.0
500,324,66.0,115.0,99.0,177.0
500,324,43.0,131.0,67.0,188.0
500,324,4.0,110.0,37.0,231.0
500,324,133.0,129.0,164.0,181.0
500,324,106.0,117.0,138.0,173.0
500,324,71.0,183.0,137.0,238.0
400,500,0.0,0.0,399.0,365.0
375,500,226.0,24.0,254.0,111.0
500,375,186.0,115.0,324.0,285.0
500,375,4.0,2.0,498.0,374.0
375,500,47.0,14.0,296.0,499.0
375,500,0.0,12.0,74.0,288.0
375,500,55.0,79.0,120.0,237.0
375,500,258.0,114.0,319.0,266.0
375,500,307.0,153.0,374.0,313.0
500,375,319.0,48.0,485.0,153.0
500,375,0.0,56.0,231.0,315.0
500,375,366.0,0.0,457.0,109.0
500,375,0.0,47.0,188.0,212.0
500,374,14.0,86.0,495.0,329.0
500,333,190.0,1.0,499.0,332.0
270,210,183.0,103.0,268.0,184.0
270,210,87.0,95.0,181.0,142.0
270,210,28.0,94.0,96.0,138.0
270,210,105.0,107.0,162.0,157.0
